city,state,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,lat,long
southbend,Indiana,13500,2007.0,chevrolet,tahoe lt,,,gas,,clean,automatic,,,,SUV,,41.6763,-85.9621
laredo,Texas,35495,2018.0,nissan,armada,excellent,8 cylinders,gas,25256.0,clean,automatic,JN8AY2ND7J9056359,rwd,full-size,SUV,blue,29.524140000000003,-98.49925999999999
fredericksburg,Virginia,6000,2012.0,ford,focus se,excellent,4 cylinders,gas,128301.0,clean,automatic,1FAHP3K27CL136035,fwd,,hatchback,,38.3365,-77.4366
wichita,Kansas,1000,1998.0,ford,mustang,fair,6 cylinders,gas,302000.0,clean,manual,,rwd,mid-size,coupe,red,37.573384000000004,-97.116863
altoona,Pennsylvania,500,2005.0,chevy,cavalier,,,gas,,rebuilt,automatic,,,,,,40.8155,-79.5107
newyork,New York,6500,2008.0,honda,accord,,,gas,98632.0,clean,automatic,1HGCP26898A156756,,,,,40.7851,-73.8096
cleveland,Ohio,7291,2007.0,honda,pilot,good,6 cylinders,gas,155008.0,clean,automatic,2HKYF18517H539795,4wd,full-size,SUV,black,41.46389,-81.7693
columbiamo,Missouri,29400,2015.0,chevrolet,silverado 1500,,,gas,95856.0,clean,automatic,,,,,,38.382622999999995,-93.77344000000001
morgantown,West Virginia,5500,2010.0,subaru,legacy 2.5i limited,excellent,4 cylinders,gas,203443.0,clean,automatic,24553243211,4wd,full-size,sedan,grey,38.9755,-80.2407
portland,Oregon,20995,2009.0,ram,1500 slt sport,excellent,8 cylinders,gas,74822.0,clean,automatic,1D3HV13T49S740157,4wd,full-size,pickup,blue,45.4021,-122.6144
atlanta,Georgia,4700,2006.0,acura,tl,like new,6 cylinders,gas,150000.0,clean,automatic,,,,,black,34.2372,-83.89399999999999
springfieldil,Illinois,14995,2011.0,ford,f250 super duty crew cab,,8 cylinders,gas,230700.0,clean,automatic,1FT7W2B66BEA35691,4wd,,pickup,black,39.8395,-88.9465
washingtondc,Virginia,16395,2013.0,subaru,impreza wrx,good,4 cylinders,gas,75617.0,clean,other,JF1GV7F63DG004177,4wd,,sedan,black,38.478217,-77.389986
newjersey,New Jersey,13900,2015.0,hyundai,veloster re:flex coupe,good,,other,26568.0,clean,other,KMHTC6AD9FU221537,fwd,,coupe,black,40.72,-74.17
visalia,California,31995,2016.0,ford,f-150,,6 cylinders,gas,59880.0,clean,automatic,1FTEW1EP7GKD11729,4wd,,,grey,36.297202,-119.14029599999999
victoriatx,Texas,300,2001.0,chevrolet,,,,gas,,parts only,other,,,,,,28.7525,-97.0338
grandrapids,Michigan,29500,2000.0,,Peterbilt,,6 cylinders,diesel,883000.0,clean,automatic,,rwd,,truck,,42.643,-85.2937
williamsport,Pennsylvania,1000,2004.0,pontiac,grand am,fair,6 cylinders,gas,130000.0,clean,automatic,,fwd,mid-size,sedan,white,40.9799,-76.6229
fargo,Minnesota,13995,2015.0,ford,explorer xlt,excellent,6 cylinders,gas,143386.0,clean,automatic,1FM5K8D85FGB68744,4wd,mid-size,SUV,grey,45.832609999999995,-95.388976
greensboro,North Carolina,4300,1999.0,toyota,rav4,excellent,4 cylinders,gas,149.0,clean,automatic,,fwd,,SUV,black,35.1149,-80.705
medford,Oregon,28000,1977.0,,International Scout II,like new,8 cylinders,gas,95000.0,clean,automatic,,4wd,,SUV,blue,42.336721999999995,-122.794533
hudsonvalley,New York,8200,1961.0,,Will Convert,excellent,8 cylinders,gas,0.0,clean,manual,0,fwd,full-size,convertible,yellow,41.338390999999994,-73.982659
toledo,Ohio,1860,2002.0,chevy,impala,fair,6 cylinders,gas,,clean,automatic,,fwd,mid-size,sedan,grey,41.7045,-83.4892
lascruces,Texas,15500,2014.0,ram,,excellent,,gas,,clean,automatic,,,,,,31.7089,-106.3293
detroit,Michigan,1,1982.0,,camaro z28,good,,gas,,clean,manual,,,,,,42.5834,-83.5009
mohave,Arizona,43500,2005.0,gmc,4500 topkick,like new,8 cylinders,diesel,43000.0,clean,automatic,,rwd,,truck,white,34.49765,-114.33333700000001
jackson,Mississippi,800,1994.0,chevrolet,caprice,fair,8 cylinders,gas,,clean,automatic,1,rwd,,,,32.249577,-90.09555999999999
muskegon,Michigan,7000,2005.0,dodge,3500,fair,,gas,96000.0,clean,automatic,,,,,,43.030206,-86.206357
thumb,Michigan,9400,2013.0,dodge,charger,excellent,6 cylinders,gas,67000.0,rebuilt,automatic,,rwd,full-size,sedan,black,43.5126,-83.5835
evansville,Indiana,35000,2017.0,chevrolet,silverado 1500 4x4 crewcab,like new,,gas,17000.0,lien,automatic,,4wd,,truck,red,38.3525,-87.5691
southbend,Indiana,3900,2011.0,chevrolet,cruze,,,diesel,,rebuilt,manual,,,,,,41.6248,-85.8391
delaware,Kansas,4299,2007.0,toyota,camry,,,gas,,clean,other,,,,,,37.13284,-95.78558000000001
lakeland,Florida,10995,2011.0,buick,enclave,,,gas,,clean,automatic,,fwd,,SUV,brown,28.44962,-81.39598000000001
winchester,Virginia,5500,1988.0,ford,mustang,,8 cylinders,gas,,clean,manual,,,,,,38.9884,-78.3386
flint,Michigan,1900,1998.0,pontiac,sunfire se,excellent,4 cylinders,gas,,clean,automatic,,,,convertible,red,42.9821,-83.734
rockies,Colorado,300,1998.0,toyota,,,,gas,,clean,manual,,,,,,39.470728,-106.04341200000002
harrisburg,Pennsylvania,11500,2008.0,acura,tl 3.5,,6 cylinders,gas,127342.0,lien,automatic,,fwd,,sedan,black,40.2417,-77.1983
lasvegas,Nevada,6995,2012.0,ford,fusion,excellent,4 cylinders,gas,137343.0,clean,automatic,,,,,black,36.1128,-115.2801
quadcities,Illinois,11200,2012.0,chevrolet,1500 silverado,,,gas,,clean,automatic,,,,,,41.515037,-90.424758
auburn,Alabama,15000,2004.0,dodge,2500,excellent,other,diesel,125468.0,clean,automatic,,rwd,full-size,pickup,white,32.946673,-85.925694
toledo,Ohio,18431,2014.0,audi,a4,,4 cylinders,gas,34328.0,clean,automatic,WAUFFAFLXEN006461,4wd,,sedan,silver,41.064443,-81.57615899999999
richmond,Virginia,450,2009.0,,2009,good,,gas,,clean,manual,,,,offroad,grey,37.8527,-76.8475
columbusga,Georgia,32000,2014.0,mercedes-benz,benz gl550,,8 cylinders,gas,84000.0,clean,automatic,,,,,,32.456474,-84.968262
chicago,Illinois,1499,2003.0,,Sprinter Van,fair,,gas,,clean,automatic,,,,,,42.034228000000006,-87.956568
stcloud,Minnesota,10995,2013.0,hyundai,veloster turbo,good,4 cylinders,gas,71197.0,clean,automatic,,fwd,compact,,red,45.055243,-93.248177
chattanooga,Tennessee,22500,2011.0,nissan,frontier crew cab sl,good,6 cylinders,gas,23071.0,clean,other,1N6AD0ER0BC432344,fwd,,pickup,white,35.06,-85.25
duluth,Minnesota,3800,1996.0,,1996,excellent,6 cylinders,gas,,clean,automatic,,fwd,mid-size,coupe,blue,47.047585999999995,-92.05540500000001
skagit,Washington,3200,2005.0,hyundai,elantra,,,gas,,clean,manual,,,,,,48.562,-122.4134
bgky,Michigan,18600,2010.0,ford,e350,excellent,,gas,,clean,automatic,,,,,white,42.780384000000005,-83.742428
bham,Alabama,1100,2010.0,nissan,maxina,,,gas,99000.0,clean,automatic,,,,,,33.520789,-86.794739
pueblo,Colorado,2500,1997.0,ford,f150,good,,gas,,clean,manual,,,full-size,truck,,38.2843,-104.6234
rmn,Minnesota,1000,1988.0,chevrolet,van,fair,8 cylinders,gas,,clean,automatic,,rwd,,van,white,44.212455,-92.710018
fayar,Arkansas,1000,1997.0,mitsubishi,3000gt,,,gas,,rebuilt,automatic,,,,,,36.321184,-93.983395
prescott,Arizona,22900,2007.0,ford,shelby gt,like new,8 cylinders,gas,22600.0,clean,automatic,1ZVHT82HX75289426,rwd,mid-size,coupe,white,34.620484000000005,-112.483985
raleigh,North Carolina,4999,1939.0,buick,,,,gas,,clean,other,,,,,,36.0979,-79.2719
elpaso,Texas,1795,1998.0,ford,mustang,excellent,6 cylinders,gas,180000.0,clean,manual,,,,,,31.9386,-106.4073
reno,Nevada,700,2004.0,chevrolet,impala ss,good,4 cylinders,gas,185000.0,clean,manual,,rwd,,sedan,black,39.6269,-119.7081
owensboro,Kentucky,5500,1999.0,gmc,1500 sierra,,,gas,,clean,automatic,,,,truck,,37.75561,-87.13377
spacecoast,Florida,5900,2000.0,chevrolet,camaro,,,other,48500.0,clean,,2G1FP22G0Y2126891,,sub-compact,coupe,white,25.655758,-80.38139100000001
desmoines,Iowa,8000,2008.0,dodge,1500,excellent,6 cylinders,gas,77000.0,clean,automatic,,rwd,full-size,pickup,white,41.373000000000005,-93.7358
stockton,California,28800,2016.0,toyota,highlander,excellent,other,gas,61694.0,clean,automatic,5TDJKRFH1GS243940,4wd,,SUV,white,38.6318,-121.20700000000001
stockton,California,9998,2011.0,dodge,charger r/t,excellent,8 cylinders,gas,130600.0,salvage,automatic,2B3CL5CT8BH511883,rwd,full-size,sedan,black,38.625655,-121.402423
tucson,Arizona,13442,2011.0,subaru,outback,,4 cylinders,gas,66181.0,clean,automatic,4S4BRBGC1B3341043,4wd,mid-size,SUV,brown,32.2691,-110.9845
kamloops,FAILED,13998,2015.0,dodge,journey,excellent,,gas,101608.0,clean,automatic,3C4PDCAB3FT516837,,,SUV,,49.53228,-115.74434199999999
greensboro,North Carolina,9999,2008.0,cadillac,sts,,,gas,70210.0,clean,automatic,1G6DW67V080104667,rwd,,hatchback,black,35.955872,-80.217726
denver,Colorado,3300,2006.0,ford,escape,good,6 cylinders,gas,,clean,manual,,,mid-size,SUV,white,39.6987,-104.8377
nwga,Georgia,5500,2010.0,toyota,corolla le 4dr sedan,excellent,4 cylinders,gas,158656.0,clean,automatic,,,,sedan,black,34.7589,-84.7943
worcester,Massachusetts,4995,2009.0,mazda,5 sport,,4 cylinders,gas,136000.0,clean,automatic,JM1CR29L39C355947,fwd,,,black,42.080346999999996,-70.937772
allentown,New Jersey,12995,2009.0,ford,f-150,,,other,183125.0,clean,automatic,1FTPW14V99FA58823,4wd,,pickup,black,40.894535,-74.152367
valdosta,Georgia,4995,2003.0,ford,mustang,like new,6 cylinders,gas,84977.0,clean,automatic,,rwd,compact,coupe,white,30.827933,-83.280762
newjersey,New Jersey,2700,2007.0,honda,civic si,,,gas,291628.0,clean,manual,,,,,,40.856054,-74.04178399999999
gainesville,Florida,24450,2017.0,chevrolet,express cargo van,,8 cylinders,gas,21751.0,clean,automatic,1GCWGBFF1H1223540,rwd,,van,white,29.04624,-80.934561
richmondin,Indiana,800,1996.0,pontiac,,,,gas,,clean,automatic,,,,,,39.8916,-85.0494
easttexas,Texas,6300,2003.0,gmc,yukon slt 4x4,good,8 cylinders,gas,159075.0,clean,automatic,,4wd,full-size,SUV,black,32.4126,-95.6371
skagit,Washington,12345,1900.0,,ALL BRANDS,,,gas,,clean,automatic,,,,,,48.935427000000004,-122.492153
greensboro,North Carolina,5900,2008.0,honda,accord,,,gas,164.0,clean,automatic,,,,,,36.0777,-79.9086
boston,Massachusetts,999,2006.0,ford,f250 supercab lariat 4x4,excellent,8 cylinders,diesel,,clean,automatic,,4wd,full-size,pickup,grey,42.713072,-70.90694
stcloud,Minnesota,2500,2007.0,chevrolet,malibu,good,6 cylinders,gas,,clean,automatic,,,,sedan,silver,45.556131,-94.152171
orangecounty,California,5200,2004.0,toyota,highlander limited,,6 cylinders,gas,,clean,automatic,Carfax available,,full-size,,,33.5085,-117.6565
pittsburgh,Pennsylvania,2500,2002.0,subaru,outback awd,fair,6 cylinders,gas,145000.0,clean,automatic,,4wd,,wagon,,40.1742,-79.5134
spacecoast,Florida,5995,2006.0,jeep,commander,good,6 cylinders,gas,196425.0,clean,automatic,1J8HH48K26C269433,rwd,full-size,SUV,silver,28.392544,-80.748423
tucson,Arizona,16995,2005.0,ford,super duty f-350 drw,excellent,10 cylinders,gas,123743.0,clean,automatic,1FDWF36Y75ED28738,rwd,compact,pickup,white,32.207754,-110.890427
modesto,California,1450,1994.0,toyota,camry,,4 cylinders,gas,,clean,automatic,,,compact,coupe,,37.589032,-120.952449
rochester,New York,16995,2009.0,toyota,tacoma 4x4,excellent,6 cylinders,gas,124073.0,clean,automatic,3TMMU52N29M010647,4wd,mid-size,pickup,blue,42.891058,-77.425289
phoenix,California,50000,2012.0,cadillac,cts-v wagon,like new,8 cylinders,gas,23100.0,clean,automatic,,rwd,mid-size,wagon,silver,33.4983,-117.0958
boulder,Colorado,8000,2007.0,acura,rdx sh-awd,excellent,,gas,146639.0,clean,automatic,,4wd,,SUV,silver,39.993952,-105.089991
winstonsalem,North Carolina,20784,2012.0,ram,1500,,8 cylinders,gas,84630.0,clean,automatic,1C6RD7LTXCS299135,4wd,,truck,white,36.151333,-80.286932
binghamton,New York,13995,2012.0,cadillac,cts4 3.6l,excellent,6 cylinders,gas,74961.0,clean,automatic,1G6DS5E37C0111292,4wd,,sedan,black,42.122982,-75.978831
twintiers,Maryland,25999,2008.0,ram,3500 quad cab slt 4x4,,,diesel,111495.0,clean,automatic,3D7MX38A38G200878,4wd,,pickup,white,39.4991,-76.9101
stgeorge,Utah,12450,2013.0,mini,convertible cooper,,,gas,53481.0,clean,manual,WMWZN3C54DT265930,fwd,,convertible,blue,37.175631,-113.60824
madison,Wisconsin,10995,2014.0,lincoln,mkz hybrid,good,4 cylinders,gas,119011.0,clean,automatic,3LN6L2LU5ER814417,fwd,,sedan,blue,42.970214,-90.112347
phoenix,Arizona,4000,2007.0,,Isuzu I 290,,4 cylinders,gas,,clean,manual,,,mid-size,pickup,red,33.5623,-112.0559
cincinnati,Ohio,4500,2008.0,chevrolet,express 3500,good,8 cylinders,gas,,clean,automatic,,,full-size,van,white,39.2638,-84.4092
reno,California,7777,2005.0,audi,s4 avant,,,gas,,clean,automatic,,,,,,37.4815,-122.2091
nanaimo,FAILED,6800,1969.0,ford,galaxie,good,8 cylinders,gas,83982.0,clean,automatic,9J58Y132173,rwd,full-size,coupe,black,49.151379999999996,-123.93661000000002
statesboro,Georgia,1600,2001.0,ford,ranger,,,gas,,clean,automatic,,,,,,32.4179,-81.7823
sfbay,California,7250,2004.0,ford,e350 xlt,good,8 cylinders,gas,147460.0,clean,automatic,1FBSS31S74HB21379,fwd,,van,white,37.229144,-121.83456299999999
omaha,Nebraska,19500,2014.0,cadillac,ats awd,like new,4 cylinders,gas,,clean,automatic,,4wd,mid-size,sedan,black,41.1156,-95.9393
shoals,Alabama,1000,1999.0,,f-150,fair,8 cylinders,gas,1.0,clean,automatic,,rwd,full-size,pickup,black,34.8825,-87.7398
eugene,Oregon,12000,2013.0,chevy,zl1,excellent,8 cylinders,gas,,clean,automatic,,rwd,full-size,convertible,blue,44.0682,-123.0819
huntsville,Tennessee,7495,2006.0,gmc,envoy,good,8 cylinders,gas,180000.0,clean,automatic,1GKET66M366161303,4wd,full-size,SUV,silver,35.248663,-87.327579
springfield,Missouri,4395,2011.0,chevy,hhr,excellent,,gas,197000.0,clean,automatic,,,,,,37.010332,-93.206509
lawrence,Kansas,6995,2002.0,ford,f150 king ranch,,,gas,,clean,automatic,,,,,,39.1102,-95.8552
cosprings,Colorado,38500,2013.0,ram,3500,excellent,6 cylinders,diesel,54000.0,clean,automatic,,4wd,,,white,38.9497,-104.76700000000001
pueblo,Colorado,7000,2011.0,jeep,patriot latitude 4x4 gas,good,4 cylinders,gas,119000.0,lien,automatic,,4wd,mid-size,SUV,white,38.387,-104.7792
jerseyshore,New Jersey,5900,2007.0,toyota,runner,,,gas,,clean,automatic,,,,,,40.262654,-74.003814
goldcountry,California,6999,2013.0,ford,fiesta,,,other,93845.0,clean,automatic,3FADP4FJ9DM221285,,sub-compact,hatchback,silver,38.59817,-121.40099
greenbay,Wisconsin,11500,2013.0,nissan,altima sv,excellent,4 cylinders,gas,60000.0,clean,automatic,,fwd,,sedan,grey,44.6435,-88.0317
huntington,West Virginia,2000,1990.0,,90 olds 88,excellent,,gas,55707.0,clean,automatic,,,,,,38.42261,-82.056389
fortcollins,Colorado,24955,2013.0,ram,2500,,,diesel,164966.0,clean,automatic,3C6UR5HL6DG613140,4wd,,pickup,white,40.374375,-104.694103
up,Michigan,1200,1999.0,gmc,sierra,fair,8 cylinders,gas,165000.0,clean,automatic,,4wd,full-size,pickup,blue,45.8006,-88.0773
mohave,Arizona,25000,2002.0,ford,f550,excellent,,diesel,170000.0,clean,automatic,,,full-size,truck,,33.7292,-114.1925
kalamazoo,Michigan,12,1998.0,,Towing package Silverado,,,gas,,clean,automatic,,,,,,41.786491999999996,-85.410776
bend,Oregon,4998,2001.0,,Suzuki Grand Vitara,good,6 cylinders,gas,98301.0,clean,automatic,JS3TD62V214169753,4wd,full-size,SUV,blue,44.282903999999995,-121.17374
atlanta,Georgia,4500,2013.0,volkswagen,passat,,5 cylinders,gas,163000.0,clean,automatic,,,,,grey,33.3915,-84.5635
semo,Missouri,9900,2009.0,mazda,rx-8,,,gas,86863.0,clean,automatic,JM1FE17P090401632,,sub-compact,coupe,white,37.35432,-89.60925
whistler,FAILED,7800,2011.0,mitsubishi,rvr,excellent,,gas,134000.0,clean,automatic,JA4AJ3AU1BZ605142,,mid-size,SUV,,49.281338,-123.063868
norfolk,Virginia,4995,2005.0,dodge,magnum,,,gas,125000.0,clean,automatic,,,,,,36.764965999999994,-76.228072
palmsprings,California,4600,2004.0,bmw,3 series,good,6 cylinders,gas,161965.0,clean,automatic,,rwd,compact,coupe,black,33.852134,-116.51666200000001
fredericksburg,Virginia,23300,2015.0,audi,allroad,,,gas,42419.0,clean,automatic,WA1TFAFL7FA074192,,compact,SUV,,38.272059999999996,-77.49476999999999
mohave,Arizona,15988,2010.0,ford,f-150,,,gas,,clean,automatic,,,,,,34.5575,-114.3307
waterloo,Iowa,7999,2012.0,mitsubishi,galant,,,gas,,clean,automatic,,,,,,42.4778,-92.3661
jackson,Mississippi,6400,2006.0,chevy,1500 crew cab,,,gas,186000.0,clean,automatic,,,,,,32.1961,-90.4753
charlestonwv,West Virginia,500,2003.0,lexus,gs 300,excellent,6 cylinders,gas,,clean,other,,rwd,full-size,sedan,red,38.349000000000004,-81.6306
delaware,Delaware,4995,2007.0,,Thomas school bus,like new,,diesel,146000.0,clean,automatic,,4wd,full-size,bus,,38.502362,-75.23745600000001
sanantonio,Texas,5500,2011.0,mazda,3,,,gas,,clean,automatic,,,,,,29.3309,-98.5054
greensboro,North Carolina,28000,2008.0,dodge,2500,,,diesel,,clean,automatic,,,,,,35.8713,-80.0913
littlerock,Arkansas,995,2002.0,ford,taurus,,6 cylinders,gas,140000.0,clean,automatic,,fwd,,,,35.7375,-91.639136
scranton,Pennsylvania,27995,2015.0,ram,1500,good,8 cylinders,gas,41322.0,clean,automatic,1C6RR7KT2FS725259,4wd,,pickup,blue,41.381951,-75.68553100000001
cosprings,Colorado,4900,2004.0,ford,f150 xl,good,6 cylinders,gas,151000.0,clean,automatic,,,,,grey,38.8152,-104.7703
springfieldil,Illinois,28000,1998.0,,Blue Bird,good,,diesel,207000.0,clean,automatic,,,,bus,,39.1793,-89.6499
orangecounty,California,1,2001.0,,Foreign and Domestic,,,gas,,clean,other,,,,,,33.763798,-117.92929099999999
panamacity,Alabama,11500,2008.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,150000.0,clean,automatic,,rwd,,truck,blue,30.6197,-87.8895
sarasota,Florida,2500,2004.0,cadillac,coupe deville,fair,8 cylinders,gas,92400.0,clean,automatic,,fwd,full-size,sedan,brown,27.2822,-82.4181
santamaria,California,20398,2016.0,subaru,impreza,,4 cylinders,gas,25918.0,clean,automatic,JF1GPAY64G8229176,4wd,,,grey,35.250712,-120.68361399999999
newjersey,New Jersey,3600,2008.0,mini,cooper clubman s,,,gas,,clean,manual,,,,,,40.8488,-74.1612
westernmass,Massachusetts,5990,2008.0,chevrolet,equinox ltz,good,6 cylinders,gas,53000.0,clean,other,,4wd,mid-size,SUV,blue,42.130057,-72.485046
bham,Alabama,9995,2016.0,kia,rio,,,gas,64305.0,clean,automatic,KNADM4A32G6640544,,compact,sedan,silver,33.42958,-86.94358000000001
stockton,California,7000,2004.0,chevrolet,tahoe z71,excellent,8 cylinders,gas,,clean,automatic,,,,,,38.5927,-121.5325
miami,Florida,7990,2013.0,nissan,sentra sv,like new,4 cylinders,gas,62149.0,clean,automatic,,fwd,compact,sedan,silver,26.702802000000002,-80.03823299999999
muskegon,Michigan,1500,2003.0,chevrolet,s10,,,gas,195219.0,clean,automatic,,4wd,,truck,red,43.2329,-86.1885
treasure,Florida,27900,1950.0,pontiac,catalina,excellent,8 cylinders,gas,89000.0,clean,automatic,,rwd,full-size,other,black,27.1398,-80.2129
dayton,Ohio,2500,2009.0,honda,fit sport,salvage,4 cylinders,gas,113000.0,salvage,manual,,fwd,mid-size,hatchback,orange,39.49,-83.6503
norfolk,Virginia,15990,2014.0,honda,crv,excellent,,gas,74344.0,clean,automatic,,,,,,36.844083000000005,-76.034649
kpr,Washington,33590,2012.0,ram,3500 big horn 6.7l cummin di,,,gas,123578.0,clean,automatic,3C63D3LL1CG164583,4wd,,pickup,,48.358682,-119.26956200000001
slo,California,4995,2009.0,toyota,camry,,,gas,163572.0,clean,manual,4T1BE46K39U856775,,,other,white,35.118736,-120.59230900000001
longisland,New York,7700,2013.0,kia,soul,like new,4 cylinders,gas,97124.0,clean,automatic,,fwd,,,grey,40.696341,-73.480339
duluth,Minnesota,36999,2016.0,ram,1500,,6 cylinders,diesel,65497.0,clean,automatic,1C6RR7NM8GS203371,4wd,,truck,blue,45.575165000000005,-94.12611
allentown,Pennsylvania,5700,2006.0,toyota,rav 4,good,4 cylinders,gas,154335.0,clean,automatic,,4wd,full-size,SUV,green,40.6026,-75.4691
akroncanton,Ohio,33888,2015.0,chevrolet,silverado 2500hd,,8 cylinders,gas,44047.0,clean,automatic,1GC1KVEG0FF523364,4wd,,truck,silver,41.265389,-81.106592
eauclaire,Wisconsin,6450,2006.0,ram,1500,good,8 cylinders,gas,181693.0,clean,automatic,1D7HU18296S558323,4wd,full-size,truck,silver,44.861013,-91.64787700000001
westernmass,Massachusetts,7995,2014.0,nissan,nv200,excellent,other,gas,164850.0,clean,automatic,3N6CM0KN4EK696188,fwd,,,white,41.668966,-70.269642
westslope,Colorado,10956,2004.0,ram,2500,fair,8 cylinders,gas,119661.0,clean,automatic,3D7KU28D84G241473,4wd,full-size,pickup,silver,38.496514000000005,-107.897279
portland,Oregon,15200,2007.0,nissan,frontier nismo,,6 cylinders,gas,,clean,automatic,,4wd,,,silver,42.3363,-122.8398
flint,Michigan,2000,2004.0,,2004 Grand Prix GT,fair,6 cylinders,gas,,clean,automatic,,fwd,,sedan,,43.0579,-83.3332
mobile,Colorado,850,1997.0,toyota,4runner sr5,fair,6 cylinders,gas,218000.0,clean,manual,,4wd,full-size,SUV,blue,37.2523,-107.0385
milwaukee,Wisconsin,3200,2007.0,toyota,yaris,excellent,4 cylinders,gas,59800.0,clean,automatic,,fwd,compact,hatchback,black,43.0685,-87.9715
stockton,California,11999,2012.0,chevrolet,volt,excellent,other,hybrid,60000.0,clean,automatic,1G1RF6E49CU122995,fwd,,hatchback,black,38.618699,-121.415683
showlow,Arizona,12000,1965.0,ford,mustang coupe,excellent,8 cylinders,gas,,clean,automatic,xxxxxxxxxxx,rwd,full-size,coupe,yellow,34.156619,-109.983659
utica,New York,5595,2011.0,nissan,sentra sr,excellent,,gas,98000.0,clean,automatic,,,,,,43.1158,-75.3095
sanantonio,Arizona,44995,,,olet Silverado 1500,,8 cylinders,,13773.0,clean,automatic,3GCUKSER3JG263059,4wd,,pickup,grey,33.458277,-111.92596999999999
raleigh,North Carolina,1,1948.0,,1948 KAISER,,,gas,,clean,manual,,,,,,35.708162,-78.65910500000001
salem,Washington,3900,1962.0,ford,station wagon,good,6 cylinders,gas,,clean,automatic,,rwd,mid-size,wagon,brown,46.0614,-118.3315
